,Agriculture,Fishing,Mining and Quarrying,Food & Beverages,Textiles and Wearing Apparel,Wood and Paper,"Petroleum, Chemical and Non-Metallic Mineral Products",Metal Products,Electrical and Machinery,Transport Equipment,Other Manufacturing,Recycling,"Electricity, Gas and Water",Construction,Maintenance and Repair,Wholesale Trade,Retail Trade,Hotels and Restraurants,Transport,Post and Telecommunications,Finacial Intermediation and Business Activities,Public Administration,"Education, Health and Other Services",Private Households,Others
CHN_Food & Beverages,0.2174935685326764,0.02715981737296282,0.0040736322985477575,0.15955450920917666,0.004338992212014653,0.01962005745699693,0.032958647812436695,0.0076825931305052305,0.005240341289212109,0.0029168229836841705,0.0011093922021843381,0.00030569165207494116,0.010598232763904918,0.00022446495944096985,0.0007934038067871124,0.009921300391125522,0.02194045063491325,0.0033022416020931176,0.021688822762438574,0.0021545665531395404,0.02813577186951485,7.258508119304852e-05,0.004515134265486277,5.4024053590959513e-05,3.0035397418224234e-05
CHN_Textiles and Wearing Apparel,0.05428291604659887,9.275205114938091e-05,0.001524031980904342,0.030770285004032855,0.3831758256968144,0.008815439570479066,0.07330854538375113,0.00388161159646999,0.012452297861140448,0.0015629569892768981,0.0019690870821541958,0.00026372912198918507,0.01378133078134779,0.0002645693049547804,0.0006273112151967664,0.007799151216554809,0.01722759451145066,0.004833559499969742,0.012697120277164948,0.003975135186589793,0.02791312987138872,0.00010677432350398985,0.004543614210846376,6.730202199321868e-05,3.2538387915041044e-05
CHN_Wood and Paper,0.04552442330240013,0.00041409254287377433,0.004094395215778053,0.0009438336045331078,0.02498014580338129,0.1533201211476997,0.09555607670456033,0.021208448341049617,0.019003115189339566,0.007945103869521221,0.01909657667517293,0.013562369239304435,0.02726474287194327,0.0003786256283348358,0.001071613095379103,0.013277712970729784,0.029300520896565724,0.009650000995873115,0.03947600233698828,0.004922453739401648,0.03307645901305866,0.00010391575209502134,0.006689322893463576,8.67160782221196e-05,5.802431860748524e-05
"CHN_Petroleum, Chemical and Non-Metallic Mineral Products",0.009778971684838237,0.017080674873276608,0.10237924776168966,0.008515277230563712,0.006651440227182579,0.02299150321750365,0.3126515533692873,0.021152051670073026,0.025292537445633353,0.0031549792059794076,0.002229577291684108,0.0010591714536109075,0.048445349283274895,0.0004756400857716246,0.0006401369146298984,0.007858685502844975,0.017311349073870275,0.005155627029302551,0.03570068715865006,0.005263424620511424,0.03140203714366169,0.00010969957333604778,0.007307108260419731,0.00011794651715128982,3.9167315191717825e-05
CHN_Metal Products,8.70151860940542e-05,0.006237059779832128,0.0634773369100933,0.00016977615003464135,0.002565700574129879,0.006024707615262258,0.06801271021780345,0.41408304970440774,0.028123700865237074,0.006991475603620961,0.002925047516826338,0.025558974835612338,0.04540812645669152,0.00039893789156613226,0.0005898264133182299,0.007272445739141712,0.016031791977913597,0.0033519162234158448,0.03159792534559506,0.008071578522145897,0.017020036667178683,9.770451677990572e-05,0.005773951577792514,0.00010874654755968429,3.694909794019184e-05
CHN_Electrical and Machinery,0.00015235834977100592,0.00034831003581793646,0.003687590012592941,0.00020088322988629553,0.004385827130526199,0.012362675497271406,0.06975913349376063,0.15671977116395566,0.3018694075097642,0.006539496790588101,0.002844622092632346,0.0013514939177115945,0.01321825984531189,0.00027681945190858676,0.0005676935770611199,0.007007118465129895,0.015455015444752,0.0064363129641525916,0.019414707521444162,0.006578216339371432,0.02868496683472582,9.046747668785901e-05,0.004691056729869048,6.708374241421593e-05,2.847862078851004e-05
CHN_Transport Equipment,7.0420694282896e-05,0.00018476186045981806,0.0023535841481246477,0.0001528460285765924,0.0039197728770387396,0.0042501842011086356,0.04797394511273637,0.0941323576270592,0.08377668870506329,0.3442769089793358,0.0019144176662069892,0.0003283869760176046,0.009627127703347756,0.000510454568365408,0.0004587828337659606,0.0056954429419125725,0.01257851579295766,0.002410880897906989,0.013575969025140303,0.006199489149560469,0.01901258848702238,6.979136912027007e-05,0.004169569470056033,5.2858990261558566e-05,1.8810062721438823e-05
CHN_Other Manufacturing,0.031022498303890447,0.00027106380345326983,0.0023954348616995443,0.0059967313749572995,0.06906443222241375,0.11386559826023497,0.09196190220832376,0.06775245400502979,0.023581512191558445,0.005193211863051544,0.08355955179597273,0.0008225917847662284,0.013772364144340635,0.0010209454242206273,0.0007493409120140077,0.009231165594839481,0.020360219023523172,0.005278243216695101,0.021341924937984293,0.005622420615553765,0.025254679228567844,9.255241600597476e-05,0.004353734883960944,4.3806543649573385e-05,3.917282081382536e-05
CHN_Recycling,0.0003411900203968509,0.00035590532211194357,0.0005006770777060566,0.001457402524308973,0.0004904463248665359,0.0005307719528279927,0.0012561697952643768,0.0005818924379873003,0.0008851963419460499,0.0003154845018370943,0.0004158355849694613,0.24190132412002482,0.0005500013527091127,0.00032798670339540025,0.00034113905972191124,0.0005144364848385633,0.00040101460704074226,0.0004593856836209312,0.0008345293161593431,0.0005336668287319552,0.0011245807325557095,0.0005374645075221855,0.0009473672560787375,4.7754422055632126e-05,0.0003627750427958154
"CHN_Electricity, Gas and Water",0.0003671677313176002,0.00209668304474577,0.11607059827062415,0.00014136424010760656,0.003120165209707189,0.007190352410031021,0.06901429553285661,0.016164721673224716,0.09203676399133695,0.011631783540738572,0.0010395911766256994,0.00016439404298764708,0.23860895831104426,0.0009180291669415834,0.000781178593692757,0.009760669050165057,0.021581642911598302,0.0038708624563301374,0.0414950594708094,0.004546790627579229,0.04807412925758686,0.0002933251295553533,0.01384898575792472,0.00029304974791594264,4.858869387275583e-05
CHN_Construction,0.05372879577825824,0.0009270710873993199,0.01566588097496471,0.0015160992927629412,0.005328861380163805,0.03274425769179756,0.18419621083914436,0.1769269957586612,0.08391264927439493,0.00412741467171607,0.0044374566562041745,9.479855920387438e-05,0.013140479395593194,0.0004664057744837436,0.0007008474096535174,0.008662707463627562,0.01910405934509273,0.004987613714674076,0.03346763541578975,0.02333957346069645,0.028450118481089023,6.0001940074735724e-05,0.0051622042914778055,2.341725759369774e-05,3.098893978868703e-05
CHN_Maintenance and Repair,0.002194657978195888,9.467814777181827e-06,0.00020367507206547878,0.003544437421505284,0.0021230817537419185,0.008954218161985508,0.008084868227851216,0.0015832310472822045,0.01265328627454209,0.007900641196595858,0.000868491144101609,2.3942261721588814e-05,0.004163217362149642,0.0013688993720354715,0.00010066105705422539,0.0010747769498343582,0.0022943064378519087,0.005219725165129723,0.005684096564904979,0.0023029503881457046,0.02611285804661746,0.00011862332692913886,0.0028785401684202207,8.594287981266409e-05,1.8137647803863614e-05
CHN_Wholesale Trade,0.002194638448825181,9.467722985801446e-06,0.00020367284099148848,0.003544410682626404,0.0021230621185484456,0.008954117614692997,0.008084782083717013,0.0015832145147057274,0.012653120120663986,0.007900557506333207,0.0008684822859998359,2.39420165288527e-05,0.00416316585764566,0.0013688849880131007,0.00010066001467116413,0.001074765382097903,0.0022942869712242312,0.005219668136345662,0.005684031355758068,0.0023029285813278267,0.026112602672708162,0.00011862211676520244,0.0028785053311650845,8.594198084013567e-05,1.8137450981220798e-05
CHN_Retail Trade,0.0021946384987370582,9.467734834443531e-06,0.00020367312384262824,0.003544410636583859,0.0021230618006081,0.008954143226587207,0.008084784881357636,0.0015832192475087315,0.012653161185331678,0.007900556345648053,0.0008684841787232227,2.394205690019485e-05,0.004163174301748736,0.0013688917466466947,0.00010065999223177119,0.0010747669179379177,0.00229429217588966,0.00521968480297195,0.005684065953750676,0.002302927900942631,0.02611264993051565,0.00011862221041789031,0.002878512729000501,8.594193086499183e-05,1.81375243258014e-05
CHN_Hotels and Restraurants,0.03250951581983967,0.04097569419820773,0.00398709169890721,0.2257048412006806,0.004626119450185853,0.002980726206597666,0.010862934343989767,0.0016641858968839828,0.006344978489073219,0.0006825739439902806,0.0024173248766027325,0.00014845477337013574,0.01686089622279794,0.00875674072476485,0.0006480434886477858,0.008195039449182038,0.018165838200586842,0.005936612341838432,0.009479293308981734,0.005043851896393536,0.029449932292919867,6.769433715525576e-05,0.003168775456639927,4.4998286771275866e-05,3.3500721532948916e-05
CHN_Transport,0.005790277072678614,0.00033448924767393804,0.0024667967877671894,0.0034256828995370314,0.003912303334773449,0.009968911481434709,0.10382641772666183,0.005669846295907362,0.022010687585910627,0.05635666185673326,0.0014689391970590113,5.4878613244172984e-05,0.011378790531355302,0.00787261268195793,0.00036799069715581485,0.003409484394747214,0.006997389914925486,0.012908082170459403,0.10849624276244071,0.007003591061962068,0.05187186894468798,7.644599884668066e-05,0.006899585269024948,6.125165146961347e-05,2.268351275240493e-05
CHN_Post and Telecommunications,2.1959306869721293e-06,2.7333871826729027e-06,4.956802942277779e-05,0.00026402348396183,0.003139878359050039,0.006960989803531213,0.005413478536909788,0.012774926547883163,0.09408950974171672,0.020100282670244243,0.0013602196752248302,0.00011418273312236739,0.020990238432392068,0.008533801748356823,0.00029362894109800404,0.0036556316090602583,0.008084447582922661,0.00322824352425728,0.006160899215935253,0.0019871747566645253,0.0165749780775855,0.00029212526721460056,0.009002777274308779,0.00011581163376708533,2.992168663670499e-05
CHN_Finacial Intermediation and Business Activities,0.0016791294853546017,0.00013677891049525696,0.0010100951663491048,0.0038689527608748333,0.006593992313644009,0.020129998331976144,0.012834604026703568,0.01109500283175029,0.056886748589620575,0.009894665763269176,0.0033276166250879213,6.899584343464065e-05,0.006932968943017863,0.009781750410687113,0.00027178324165645217,0.0029988161349945694,0.006459368483127451,0.015649681612428922,0.015254332684811855,0.008917515395463272,0.0803720291785874,0.00018509740349143748,0.009364963840774593,0.0001012405014561529,2.5880863782765847e-05
CHN_Public Administration,7.532205199354318e-07,4.7327112010727085e-05,0.0011563597144787921,0.0022206246914132743,0.03674238644332506,0.04199954718762397,0.016558634208310465,0.005397349141545713,0.0076735324154878545,0.01590091231124605,0.01144651815081291,8.094397397745153e-05,0.010851061168867812,0.01152130795914053,0.000339923484383974,0.0032530725093115444,0.006759501045859333,0.04323428743708099,0.033569860679518775,0.02304827926169255,0.08333041369616546,0.00015252858414671218,0.014602829111207475,3.1911403046796486e-05,1.16043187106653e-05
"CHN_Education, Health and Other Services",0.0031103825718285967,0.0004444491721985161,0.003866133179072761,0.019668062714678972,0.018018259966586746,0.03940160476021245,0.12516906821994717,0.0063626662861272195,0.029625446598495905,0.010130061208701285,0.008026985528361619,0.0001003140868003398,0.022279494289544583,0.025953794264626167,0.0005073892504503774,0.006001847475382077,0.013123636260853512,0.013503663910483688,0.017981341337877182,0.011087740729481968,0.024012278054362155,0.00036020694267237935,0.024742948648182637,0.00015587520536075757,3.973361030322187e-05
CHN_Private Households,0.0028050584885736,0.0004924360573545497,0.0038920074303278357,0.027511682787591866,0.07596677176413033,0.033471105893234356,0.06258558029903541,0.008748758071337176,0.029575161083684604,0.010149949311227159,0.01731687277012597,0.00010959125613214924,0.010469610493206036,0.011823766201888795,0.00044760444360832823,0.005328812333619705,0.011669518495225137,0.008004233169963224,0.014250134762508785,0.004355688391353956,0.0422999076457311,0.0007097309284291616,0.014448838940328484,0.000413857637518942,0.00011247618382663347
CHN_Others,7.532172370279555e-07,4.732696023121058e-05,0.001156354846111066,0.0022206118258921576,0.036742265003127175,0.04199932697622283,0.01655858389704196,0.005397326704823463,0.007673505649433652,0.01590091418339892,0.011446471549078626,8.094360847527218e-05,0.010851022089383554,0.01152127254163259,0.00033992195320378953,0.0032530600630988576,0.006759476451679066,0.04323412564020438,0.033569716610254936,0.02304815787095632,0.08333010528926241,0.00015252801051204038,0.014602769570044437,3.191131727195349e-05,1.1604254038080264e-05
CZE_Agriculture,0.2676709174494599,0.00011480807420605501,0.0035904117241007142,0.20227927046196933,0.0014836280561702972,0.003893169959844351,0.10351774340606555,0.0009524021714066952,0.01717350338273409,0.01394190468306819,3.425514913356844e-05,6.393822977043279e-05,0.01941860463831876,0.0030063277967955306,0.012310709193349732,0.032982694957983796,0.010169506092451527,0.0032330775484774245,0.012411569576775906,0.004232648299936016,0.05000958933589137,0.0036279135582745316,0.003858109868283547,1.094362638223739e-05,0.0003728642950581678
CZE_Fishing,0.024220774556394077,0.05173084935457743,0.008633415934245442,0.21642559821954374,0.004692963785724203,0.00542453591906536,0.033242452635747766,0.001654105135133814,0.0017056288318178998,0.015853369305638416,0.0006372693703380981,0.0008366346357720815,0.015105296416726394,0.10122625757982888,0.029114036670792678,0.020838966120199778,0.009015869783361434,0.0047924553475694,0.02446227052656985,0.011230074961839148,0.06720996691952244,0.0018834488614197533,0.0017303811676683595,0.0003794480242022461,0.000914869988320677
CZE_Mining and Quarrying,0.0006727369314707478,0.0003947241899422094,0.018411864118577943,0.000557135960054688,0.004758039426568038,0.011414429265814983,0.05920146972393251,0.052209841736341224,0.05688648533300795,0.0053303079550332194,0.000507784200035442,0.00017344411819489176,0.09208334437144892,0.07491187024786822,0.017149007114783676,0.01904782394204991,0.004793048293692254,0.006395737288831038,0.07825966848961831,0.003692844849406737,0.09335372017808342,0.006955499239264746,0.0020160453538674663,7.00659181361941e-05,0.0005662392696491346
CZE_Food & Beverages,0.2896194319483952,0.0006255730985605503,0.009708042778633455,0.2956335407379719,0.0007411184803785148,0.019704393644223855,0.05921288829785388,0.011136202515403516,0.0051458006778704055,0.0002739556076536519,0.0008673865095245659,8.069527384668797e-05,0.016418816566954878,0.0016198291873725432,0.009392986644587004,0.0411507330967559,0.010271666575834292,0.0007272373269480591,0.0272798193731114,0.0038245811932932226,0.06531574560754981,0.00045826642152508565,0.004703532868597044,6.994542755678599e-06,0.0004023068417322811
CZE_Textiles and Wearing Apparel,0.046646296577209395,5.8859646875393745e-05,0.0019576450139069004,0.026250839494263073,0.38401920162720354,0.012665843033883774,0.12100970442216658,0.008427530013686237,0.01727911370310626,0.00012632477184033625,0.00222754263091617,0.000784717213728072,0.03419845400086251,0.008261357113867983,0.0051500170340291794,0.037238362514424875,0.012170982424907254,0.001967193923796155,0.01691574556676048,0.006438649957007277,0.08383952014815096,0.0004971586846852709,0.00446123889072528,1.8489313398672406e-05,0.0007515123096813327
